0	5284049 5065515 11 277 1145
1	420 132 477 19624 1603257
2	55 27 20526 267
3	3106 3914 1634 133
4	1363 699 6 5567041 2 1064
5	2687 6870 688 997 1766
6	26416 23 5329 686 70 0 6455
7	4653095 1052
8	3374623 1773 1544 662
9	7919 7781
10	10 9 4 1260 3 4 696
11	305 15649 925 3468 1991 28531 1720017 849873
12	47 3632 3510 833 1090
13	938 1241 267
14	13 3168258 8 6372884
15	6862428 1339
16	22509 1365 651
17	5 1 45 2984 52545
18	9703 45889 8683 5328
19	3175 3792014 14317 104
20	1042 5257 1365
21	1147 5528 6189
22	6729 284 3179974 368 875
23	18445 17255 3747038
24	9619 620 2000 529
25	5339870 158
26	1477 2291460 545 2 46 115
27	9094 1952 11259 122
28	8255 391 3 4 117 1721
29	17800 307 2018 2 121
30	842 575 2 230 34588
31	1041 23572 1429
32	6442 59 472 50
33	3632289 19181 68 665 40
34	132 2517 633 849
35	4002098
36	4070393
37	1150 4379 2 97 1553667 78
38	11215 6573862 14 3632 883 3574 2079 112
39	585 1997 5086 0 326 1396 243
40	7093642 8
41	26064 14011
42	13 2467423 8
43	590 2491 3 223 0 15147
44	1318 934 593 3567 286 464
45	98 12 6 3872 0 248
46	2619 4710379 11225
47	69 77 1172 2353 1304 23064
48	5990 3 3039073 1628
49	2611711
50	7276847 11 279
51	811 9500 1110
52	13 2959733 8
53	20496 2363 6763 14 1474 4449 5769
54	13476 3279154 4 57203 1467 906 25
55	41679 105 217 21787
56	2381953 2841
57	5 19 24 49 22476
58	3871808 1251 2829498
59	1529 4552186 19746 4519 1242 18137
60	7096 8527 22 4 1460 142
61	334 4037 2107 1754 5585
62	5 1 824 7 44897 175 9851
63	61628 743 5689 1703 247
64	106 13868 1971 504 4969 689 167 3985
65	3409 502 3963 556 5793
66	141 24 1190 138
67	31805 758 8130
68	495 1860 76 4 3496 62261 9 4595
69	9968 2352
70	414 1836 711 197 979 38092 247
71	3213 2 4464 458 1826
72	1032535
73	14208 71 9
74	7941 1950 822
75	9243 25 1222
76	7422 4746 3308
77	328 2601 660 3450
78	5230 2922 0 2214
79	73 1647 9395 9
80	3984 1923 2 962
81	52 8370 452
82	7722
83	400 245 7379710 6 4235959 307
84	495 1646 1528 2459 2890 3
85	998 4727686 585 2591
86	6921 22 3435362
87	1134569 279 1846 418
88	2825 416 9279 2428 792
89	737 17700 3 14839 23 703
90	7041491 1398
91	84 3 5502759 639
92	770 15 3696 0 2667 3686
93	10839 569 351 22997 5587
94	81 1071
95	110 3 1046 993
96	9691 5879 19373
97	5681 6939 1046 1054 1705
98	2789 257
99	334 1271161 178 5489810
100	1183595 363 25581 116 12163
101	3749850
102	5520 481 5958 329 6080 3 2830
103	5 20 1454067 130 5149666 0 838 39
104	14347 96 2632 1068 37
105	11701 1747 672308
106	9713 6403208 179 247
107	10434 2689
108	14844 4067 1792 61 582725 194 14844 58
109	5 180 33 5480 546
110	37 4060 2269 74
111	21 193 189 802 6 138
112	75 31 343 34 2 941
113	2879 94 1000 927 277 2480
114	43 1 108 15287 0 785 91
115	973 6 1898 272 4243
116	13502 12 1585 246
117	12329 15986 12 66 5667
118	498 7249 1231 2678 11144
119	46 1453 9250
120	3889 80 6493 97 1 82
121	2205293 7293833 40
122	21209 108 118 6817668 7337668 11 81
123	5491 41 2 5223 49092 3620 7789
124	107 46536 473
125	433 7262 3525 51
126	21040 3435
127	1304 2606 54465 18717 79 1159 10266
128	43542 1537549 9809 224
129	4721 8791
130	5023 1415 138
131	5 1 21428 200 1525 2 812
132	5747967 8
133	4911418 86
134	43 141 4 3792 3 207 797 22
135	6844306 5788989 24971 5471493 1112205
136	5 1 737 7 57171
137	1447 199 125 294
138	1573 4803752
139	13 4000 3514332 8
140	263 290 3266 19600 75
141	1715 1157 17110 473
142	18108 2943227 84 6 10 1373 19
143	7397 29578
144	5967 1 56174 1102 7459
145	3057 8922
146	446419 1525984
147	415 789 6836 0 7005
148	646 4554784 1783 1594 171 5107
149	2207457 1100 19146
150	6456051 4314937 49912
151	1820 233 172 1273
152	3618 5895 4104743 0 7 1748 238
153	6417308
154	5 1 2609971 6698229 1165 2356
155	7201708 87
156	3804
157	14299 126 61
158	6234027 4342 151 1236 14 1713 111
159	2545 1365 4 148 508 54 11 917
160	281 14 212 262 3452
161	10363 3272
162	7 478 362 9408
163	3639 829 3922 505 967 1984 17
164	8704 23392 54927
165	8530 272 7363 1 11883
166	5 19 24 1190 4 3 35384 12679
167	7381037 34249 4 54
168	2483 1161 1087 1467
169	6978 895 133
170	26471 5401728
171	4057 2912075 5673514 59 97 71
172	4851022 1646 12503
173	362 9690 1272 109
174	3149 3357 2 15130 4909
175	31290 197 3702951
176	571 4155 8958 195
177	4762343 743
178	7924 128
179	6843933 3180720 2943488
180	2472061 4000536
181	417 6578212 22 2835696
182	1275908 4318
183	3537385 6109
184	5057320 299
185	17257 12027
186	1654 2721 772 642
187	55455 790685 2490 71
188	78 2550 8758 809 2102 512
189	5 1 45 7 199
190	13 8355 8
191	2941353 2466469
192	26 129 2265110 50 6 32 26 222
193	5400817 2762
194	1759 2804 883 229 7912
195	4 1032 5416051 5964 4 2941 4253
196	69 155 3550
197	448 210 756
198	53 1437 249 329 744 15356 466 924
199	2230 2897 2 4458
200	714 10413 917 54727 206
201	19619
202	1305 1687 8758 30 30 27053 599
203	10 567 228 22133
204	8476 7677 14 1799 6842
205	6436272 68 595
206	677 6773 6 9214 17
207	13 3838169 8
208	888 277 3 43342
209	5028 310 7124765
210	8704 834 669 272
211	6658 4588783 1151
212	3908 2058 12374
213	540 484
214	4 2853
215	1927 15651 2 6356 1281
216	4382 12381 5041
217	11178 95 5208 4146 0 780
218	1586 262 450 4942 3465612 2686
219	1047 6034 125 682
220	4694 3259
221	15 616 152 2926 51
222	7024 2242 1 1019824 784
223	14852 254 345 12222 331
224	802 425 15576 5611 796
225	18 123 35504 1770 2507
226	12942 2 389 2741 963
227	14124 4746 2135 23
228	298 8856 5198 238 373 3108 1580606
229	110 3 324 4196 22476
230	1634 1972 552 1442 64636
231	5565417 500 4636
232	7145 2600 2 106 329 1233
233	3982 6 147 4538 10871
234	5083465 680 363 4239289 7821
235	5 123 32 121 1062 11 1731 187
236	5957 8326
237	4383460 3072 6 1049 3353
238	9555 6607 447
239	3306 3 596497
240	1140 297 61380 327 2296
241	9807 6 4685 80 7021 5540525 1103328
242	69 9 3390 10108 4 5607167
243	5772389 47021 784
244	53 3291 11 6751 6 2911440 1358 220
245	3300 999 1635 29618 3073912 58
246	48 5632 7709 0 967 2123 3541
247	5885 747 203 2 371
248	15666 5758 265 139
249	3981998 96 1086
250	4208419 2927 1458 450 2785 1229260 7472 6028
251	1280 55 5476026 1721 2652 78
252	2566 2112607
253	553 34 22929
254	6798838 3444666
255	59023 4597 1748
256	4795 41 30 11 5102 6107
257	637 1391
258	6427 22840 988379
259	1818 11 2545 1365
260	33 93 1933 41 2428 792 11531
261	582 8 1137
262	248 12 218 4212 3910 10194
263	335 3227 76 1793 11
264	213 1760 9624 594
265	1669 163 681
266	7411173 1804 300
267	257 12 2920044 211 1 154 2
268	899 11486 2060 5493
269	26 304 18228 10 280 26 19
270	16545 11 257
271	185 2416 1278 858
